x
1	59185
2	1614
3	1697
4	8221
5	1531
6	10569
7	333
8	1440
9	6196
10	8369
11	462
12	5261
13	81
14	2655
15	14220
16	319
17	3069
18	1062
19	3631
20	971
21	795
22	533
23	4245
24	403
25	559
26	3284
27	578
28	729
29	1163
30	262
31	423
32	1030
33	183
34	441
35	265
36	1352
37	323
38	3134
39	397
40	293
41	518
42	324
43	372
44	1778
45	896
46	4577
47	737
48	421
49	324
50	329
51	640
52	1345
53	554
54	672
55	2191
56	429
57	687
58	594
59	464
60	1092
61	215
62	542
63	1042
64	2501
65	387
66	1319
67	610
81	615
82	254
83	98
84	173
85	989
86	480
87	1078
88	503
89	732
90	1174
91	415
92	5702
93	5929
94	420
95	88
96	818
97	343
98	121
99	995
100	434
101	136
102	704
103	213
104	216
105	304
106	609
107	187
108	5181
109	2353
110	200
111	2478
112	1180
113	132
114	334
115	402
116	317
117	607
118	8698
119	2045
120	3303
121	6564
122	1119
123	142
124	2700
125	1400
126	526
127	311
128	134
129	1470
130	284
131	822
132	945
133	3281
134	553
135	882
136	194
137	3467
138	10526
139	1107
140	177
141	11474
142	7795
143	670
144	214
145	380
146	1326
147	67415
