x
1	78567
2	2026
3	4617
4	22664
5	3320
6	22487
7	598
8	2381
9	10309
10	15390
11	704
12	7566
13	137
14	3322
15	17294
16	649
17	2178
18	818
19	3139
20	912
21	814
22	608
23	3757
24	397
25	687
26	3489
27	1179
28	824
29	1347
30	526
31	517
32	1348
33	314
34	421
35	216
36	1587
37	398
38	3468
39	615
40	557
41	669
42	418
43	507
44	1847
45	1124
46	3691
47	929
48	609
49	388
50	369
51	921
52	1219
53	517
54	650
55	1950
56	419
57	683
58	475
59	395
60	1177
61	258
62	538
63	1165
64	3174
65	545
66	1457
67	700
81	693
82	219
83	127
84	263
85	893
86	607
87	1065
88	633
89	564
90	977
91	723
92	6342
93	5523
94	567
95	141
96	973
97	544
98	261
99	1388
100	665
101	226
102	1034
103	234
104	293
105	319
106	676
107	281
108	5516
109	2132
110	330
111	2724
112	1823
113	120
114	408
115	458
116	588
117	921
118	7806
119	2180
120	4377
121	6126
122	1247
123	165
124	3262
125	1828
126	827
127	434
128	154
129	1822
130	433
131	1077
132	1027
133	3523
134	581
135	1083
136	488
137	6547
138	26316
139	3437
140	328
141	21229
142	13567
143	735
144	177
145	445
146	1728
147	94741
