posision,c_score_norm,c_score_unnorm
25,-0.25879380106925964,-0.312014102935791
26,-0.33291202783584595,-0.3481764793395996
27,-0.4568081498146057,-0.4086255729198456
28,-0.4346858859062195,-0.39783209562301636
29,-0.53200763463974,-0.44531548023223877
30,-0.47809165716171265,-0.419009804725647
31,-0.6224478483200073,-0.4894413948059082
32,-0.6790271997451782,-0.5170465111732483
33,-0.7059749364852905,-0.5301944017410278
34,-0.6328074336051941,-0.49449586868286133
35,-0.6576982736587524,-0.5066401362419128
36,-0.557338297367096,-0.45767438411712646
37,-0.6526533365249634,-0.5041787028312683
38,-0.6170393228530884,-0.4868025779724121
39,-0.6584574580192566,-0.5070105195045471
40,-0.7091848254203796,-0.5317604541778564
41,-0.6782004237174988,-0.5166431665420532
42,-0.6855140924453735,-0.5202115178108215
43,-0.6822609305381775,-0.5186243057250977
44,-0.6751559972763062,-0.5151577591896057
45,-0.586764931678772,-0.4720316529273987
46,-0.5505989789962769,-0.45438623428344727
47,-0.5838863253593445,-0.47062718868255615
48,-0.584494948387146,-0.47092413902282715
49,-0.5845320820808411,-0.47094225883483887
50,-0.4562717378139496,-0.40836384892463684
51,-0.5531994104385376,-0.45565497875213623
52,-0.5104407072067261,-0.43479296565055847
53,-0.608130156993866,-0.4824557900428772
54,-0.455977201461792,-0.4082201421260834
55,-0.3503715693950653,-0.3566950261592865
56,-0.04976959526538849,-0.2100309133529663
57,-0.3568401038646698,-0.35985103249549866
58,-0.40247076749801636,-0.3821142911911011
59,-0.5157877206802368,-0.43740177154541016
60,-0.32163336873054504,-0.3426735997200012
61,-0.39095914363861084,-0.376497745513916
62,-0.3512984812259674,-0.3571472764015198
63,-0.46194425225257874,-0.41113150119781494
64,-0.33321064710617065,-0.34832218289375305
65,-0.3338911831378937,-0.34865421056747437
66,-0.05907715857028961,-0.21457208693027496
67,0.03654269129037857,-0.16791903972625732
68,0.17058032751083374,-0.10252189636230469
69,-0.038830310106277466,-0.20469363033771515
70,0.2512540817260742,-0.06316106021404266
71,0.3135678470134735,-0.03275810182094574
72,0.6034460663795471,0.10867388546466827
73,0.2646650969982147,-0.05661781132221222
74,0.39364802837371826,0.006313130259513855
75,0.3573994040489197,-0.011372625827789307
76,0.8696256875991821,0.23854325711727142
77,0.8432927131652832,0.2256953865289688
78,0.6834508776664734,0.14770834147930145
79,0.3945036828517914,0.006730601191520691
80,0.381173700094223,0.00022688508033752441
81,0.42522716522216797,0.021720632910728455
82,0.5169867277145386,0.06649024784564972
83,0.42969003319740295,0.023898079991340637
84,0.026733163744211197,-0.17270511388778687
85,-0.17778392136096954,-0.2724892795085907
86,-0.291336327791214,-0.32789164781570435
87,-0.04262121021747589,-0.2065432071685791
88,0.07456743717193604,-0.14936670660972595
89,0.032196786254644394,-0.17003941535949707
90,-0.2634660303592682,-0.31429368257522583
91,-0.4718705713748932,-0.41597455739974976
92,-0.45435649156570435,-0.40742939710617065
93,-0.465702623128891,-0.41296517848968506
94,-0.6716441512107849,-0.5134443640708923
95,-0.5632010102272034,-0.46053481101989746
96,-0.6660518050193787,-0.5107158422470093
97,-0.41229957342147827,-0.3869097828865051
98,-0.4339975416660309,-0.39749622344970703
99,-0.3727836310863495,-0.36762988567352295
100,-0.5503802299499512,-0.45427948236465454
101,-0.433233380317688,-0.39712339639663696
102,-0.489026814699173,-0.42434507608413696
103,-0.18544229865074158,-0.2762258052825928
104,-0.2025282382965088,-0.28456205129623413
105,-0.19944888353347778,-0.28305965662002563
106,-0.30393651127815247,-0.33403927087783813
107,-0.23152053356170654,-0.29870742559432983
108,-0.23913538455963135,-0.30242273211479187
109,-0.06934712827205658,-0.21958282589912415
110,-0.059971049427986145,-0.2150082141160965
111,-0.08537901192903519,-0.22740480303764343
112,-0.2794252336025238,-0.32208019495010376
113,-0.20204082131385803,-0.2843242585659027
114,-0.09336050599813461,-0.23129898309707642
115,-0.09994255006313324,-0.2345103621482849
116,-0.22281481325626373,-0.29445990920066833
117,-0.048398666083812714,-0.20936203002929688
118,-0.08982882648706436,-0.22957587242126465
119,-0.1363276094198227,-0.252262681722641
120,-0.07172401994466782,-0.22074250876903534
121,-0.08158742636442184,-0.22555488348007202
122,0.05451650172472,-0.15914958715438843
