posision,c_score_norm,c_score_unnorm
25,0.007883194833993912,-0.18190203607082367
26,0.10535406321287155,-0.1343458741903305
27,0.08016476780176163,-0.1466357707977295
28,0.20890331268310547,-0.08382406085729599
29,0.24940703809261322,-0.06406223773956299
30,0.3480578660964966,-0.01593036949634552
31,0.33733081817626953,-0.021164104342460632
32,0.33272117376327515,-0.023413166403770447
33,0.3571379780769348,-0.011500164866447449
34,0.4781903624534607,0.04756145179271698
35,0.5833601951599121,0.09887395799160004
36,0.572560727596283,0.09360487759113312
37,0.5026170015335083,0.0594792366027832
38,0.5258138179779053,0.07079701125621796
39,0.5032495260238647,0.05978785455226898
40,0.49230536818504333,0.05444817245006561
41,0.5283816456794739,0.07204984128475189
42,0.4360848665237427,0.027018114924430847
43,0.42916661500930786,0.023642703890800476
44,0.4048500061035156,0.011778593063354492
45,0.36910074949264526,-0.005663514137268066
46,0.3269439935684204,-0.026231855154037476
47,0.37162864208221436,-0.00443015992641449
48,0.3458465039730072,-0.01700928807258606
49,0.359693706035614,-0.010253220796585083
50,0.22635000944137573,-0.07531179487705231
51,0.22876112163066864,-0.07413540780544281
52,0.24805641174316406,-0.06472121179103851
53,0.19510841369628906,-0.0905546098947525
54,0.19933955371379852,-0.08849023282527924
55,0.10850577056407928,-0.1328081488609314
56,0.1070624366402626,-0.13351236283779144
57,0.08693361282348633,-0.14333324134349823
58,0.13314178586006165,-0.12078820914030075
59,0.17263874411582947,-0.10151758790016174
60,0.20526136457920074,-0.08560097217559814
61,0.3295626640319824,-0.02495419979095459
62,0.29740166664123535,-0.040645599365234375
63,0.28744393587112427,-0.04550398886203766
64,0.27359384298324585,-0.05226147174835205
65,0.3336256444454193,-0.02297186851501465
66,0.37277430295944214,-0.0038711875677108765
67,0.382333904504776,0.0007929503917694092
68,0.32159268856048584,-0.028842762112617493
69,0.2695062458515167,-0.05425581336021423
70,0.30434730648994446,-0.03725680708885193
71,0.17254510521888733,-0.10156327486038208
72,0.18784497678279877,-0.09409844875335693
73,0.16683578491210938,-0.10434886068105698
74,0.07715436071157455,-0.14810454845428467
75,-0.07493863999843597,-0.22231093049049377
76,-0.18172147870063782,-0.2744104266166687
77,-0.1539015918970108,-0.26083704829216003
78,-0.1381065845489502,-0.25313064455986023
79,-0.24902799725532532,-0.30724936723709106
80,-0.30633845925331116,-0.33521121740341187
81,-0.267742782831192,-0.3163803219795227
82,-0.3599551320075989,-0.36137086153030396
83,-0.38305234909057617,-0.3726400136947632
84,-0.45754265785217285,-0.4089839458465576
85,-0.4941428601741791,-0.42684122920036316
86,-0.47778552770614624,-0.41886046528816223
87,-0.38365280628204346,-0.37293297052383423
88,-0.40131163597106934,-0.38154876232147217
89,-0.4524441063404083,-0.4064963459968567
90,-0.23390668630599976,-0.29987165331840515
91,-0.1379575878381729,-0.25305795669555664
92,-0.0625021830201149,-0.21624316275119781
93,-0.035325631499290466,-0.20298369228839874
94,-0.0067479778081178665,-0.18904061615467072
95,0.05784255266189575,-0.15752680599689484
96,0.16017745435237885,-0.1075974702835083
97,0.4294193685054779,0.023766010999679565
98,0.21206210553646088,-0.08228287845849991
99,0.29480308294296265,-0.04191344976425171
100,0.32367202639579773,-0.027828246355056763
101,0.47824835777282715,0.0475897490978241
102,-0.04345901310443878,-0.20695197582244873
103,-0.10342314094305038,-0.23620855808258057
104,-0.4105988144874573,-0.38607996702194214
105,-0.38861939311027527,-0.37535619735717773
106,-0.30197224020957947,-0.333080917596817
107,-0.2318550944328308,-0.29887068271636963
108,-0.3923167884349823,-0.37716013193130493
109,-0.580969512462616,-0.4692040681838989
110,-0.6066123247146606,-0.48171520233154297
111,-0.5064089298248291,-0.43282586336135864
112,-0.5511202812194824,-0.45464056730270386
113,-0.5728201866149902,-0.46522802114486694
114,-0.6299538612365723,-0.493103563785553
115,-0.6148537993431091,-0.48573625087738037
116,-0.6563547849655151,-0.5059846639633179
117,-0.7545367479324341,-0.5538877248764038
118,-0.6840183734893799,-0.5194817185401917
119,-0.6582972407341003,-0.5069323778152466
120,-0.5923645496368408,-0.4747636914253235
121,-0.6347416043281555,-0.4954395294189453
122,-0.5778053998947144,-0.4676603078842163
