posision,c_score_norm,c_score_unnorm
25,0.01885708048939705,-0.17654787003993988
26,0.017261799424886703,-0.17732620239257812
27,0.034483376890420914,-0.1689237803220749
28,0.2179979383945465,-0.07938677817583084
29,0.24407583475112915,-0.06666333973407745
30,0.49205875396728516,0.05432786047458649
31,0.3916143476963043,0.005320891737937927
32,0.5694584846496582,0.09209127724170685
33,0.4772590100765228,0.047107040882110596
34,0.6815173625946045,0.14676494896411896
35,0.712216317653656,0.16174302995204926
36,0.9283003211021423,0.26717066764831543
37,0.7848644256591797,0.1971881240606308
38,0.742772102355957,0.1766512244939804
39,0.580112636089325,0.09728945791721344
40,0.6105960011482239,0.11216233670711517
41,0.5064188838005066,0.06133417785167694
42,0.7202727794647217,0.16567377746105194
43,0.3897269666194916,0.004400044679641724
44,0.6023581624031067,0.10814307630062103
45,0.5105185508728027,0.06333442032337189
46,0.7471050024032593,0.17876525223255157
47,0.576008141040802,0.09528686106204987
48,0.5715287923812866,0.0931013971567154
49,0.3059943914413452,-0.036453187465667725
50,0.5575791597366333,0.08629535138607025
51,0.77024245262146,0.1900540441274643
52,1.1429373025894165,0.3718923330307007
53,1.1649154424667358,0.38261550664901733
54,1.3648765087127686,0.48017680644989014
55,0.7685279250144958,0.18921752274036407
56,1.2398254871368408,0.41916424036026
57,1.266984462738037,0.4324151277542114
58,1.7899651527404785,0.6875780820846558
59,1.3514504432678223,0.47362619638442993
60,1.303749680519104,0.45035290718078613
61,0.861564576625824,0.23461024463176727
62,1.0956525802612305,0.34882205724716187
63,0.8692432641983032,0.23835669457912445
64,1.2120697498321533,0.4056221842765808
65,0.7114849090576172,0.161386176943779
66,0.7506595253944397,0.18049950897693634
67,0.32401540875434875,-0.027660712599754333
68,0.2281319499015808,-0.07444237917661667
69,-0.5268005132675171,-0.4427749514579773
70,-0.4285472333431244,-0.39483702182769775
71,-0.76766437292099,-0.5602927207946777
72,-0.5606260299682617,-0.4592784643173218
73,-0.658922016620636,-0.5072371959686279
74,-0.23722389340400696,-0.3014901280403137
75,-0.5729955434799194,-0.46531355381011963
76,-0.2965448498725891,-0.3304328918457031
77,-0.6517862677574158,-0.5037556290626526
78,-0.4004436433315277,-0.381125271320343
79,-0.7947346568107605,-0.5735003352165222
80,-0.4213671088218689,-0.39133381843566895
81,-0.7289154529571533,-0.5413870811462402
82,-0.5100700855255127,-0.4346121549606323
83,-0.7899433970451355,-0.5711627006530762
84,-0.6333668828010559,-0.49476879835128784
85,-0.6530786156654358,-0.5043861865997314
86,-0.3245702087879181,-0.3441064953804016
87,-0.6166832447052002,-0.48662883043289185
88,-0.35994407534599304,-0.3613654375076294
89,-0.42552319169044495,-0.3933615982532501
90,-0.18345241248607635,-0.2752549350261688
91,-0.60149747133255,-0.4792196750640869
92,-0.6599439382553101,-0.5077357888221741
93,-0.8025383949279785,-0.5773078203201294
94,-0.8029052019119263,-0.5774867534637451
95,-0.9172151684761047,-0.6332587599754333
96,-0.9138053059577942,-0.6315950751304626
97,-0.9509836435317993,-0.6497344374656677
98,-0.8661268353462219,-0.6083326935768127
99,-0.9398245811462402,-0.6442899107933044
100,-0.8476210832595825,-0.5993037223815918
101,-0.9491304159164429,-0.648830235004425
102,-0.9429291486740112,-0.6458046436309814
103,-1.0022029876708984,-0.6747244596481323
104,-0.7640093564987183,-0.5585094690322876
105,-0.8488566279411316,-0.5999065637588501
106,-0.812468409538269,-0.5821526646614075
107,-0.856489360332489,-0.603630542755127
108,-0.8223370313644409,-0.5869675874710083
109,-0.8592249751091003,-0.6049652695655823
110,-1.014771819114685,-0.6808567643165588
111,-0.8850296139717102,-0.6175553798675537
112,-0.7887986302375793,-0.570604145526886
113,-0.7245720624923706,-0.5392679572105408
114,-0.621957004070282,-0.4892019033432007
115,-0.07194819301366806,-0.22085188329219818
116,0.024503538385033607,-0.17379295825958252
117,-0.08790232241153717,-0.22863592207431793
118,-0.2619454860687256,-0.31355181336402893
119,-0.0845472663640976,-0.22699898481369019
120,-0.3789576292037964,-0.37064218521118164
121,-0.3948439061641693,-0.37839311361312866
122,-0.4196225702762604,-0.39048266410827637
