1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149
VSX1	0.0114208617488987	0.013018940844494	0.012020640312556	0.0115888846002197	0.0103500870884679	0.00999041830735907	0.0126745945455526	0.0142112569250052	0.0162589109267792	0.0152858620233138	0.0147105567245098	0.0144444813460285	0.0139453477827419	0.0139998321889413	0.0145744583146639	0.0145555451428727	0.0150530039124335	0.0140680431615409	0.0143408391669681	0.0140394807564182	0.0148020271907701	0.013960667664379	0.0136628307251475	0.0141301474458987	0.0139065534289257	0.014291057888189	0.0135457546341987	0.0133934251462666	0.0121040412356297	0.0135496131002231	0.013304829763743	0.0123454260833027	0.0112422885509759	0.0108755074346296	0.0108520288892947	0.0114534282187689	0.011628004629508	0.0112155345899562	0.0120068972655608	0.0115456017177168	0.0110908964997619	0.00969129331084896	0.00986605557669141	0.00961099709455717	0.00844918631870148	0.00834277249304808	0.00803021785754763	0.00864913125280779	0.00813252689973936	0.00763623943212444	0.0062327621063733	0.00585052953237011	0.00531227454399728	0.00423463363720372	0.00572599723235562	0.0045655608762778	0.0038420943853587	0.00436448860264955	0.00471705480362957	0.00363546623694912	0.00460956250058619	0.00437562112359158	0.00375899574299846	0.0029726629477423	0.0029363356109028	0.00210188421335408	0.00165623924086549	0.00139024812808171	0.00116017180671842	0.00154915763446406	0.00124977761408949	0.00205218568688857	0.00124082541644214	0.00177151330515621	0.00112284133570207	0.00130948308074271	0.00195753231175057	0.0015737206500906	0.00176855039651578	0.00182015887086383	0.00209365649908752	0.00226512577183537	0.00259295552103146	0.00165808019538756	0.00284094692498225	0.00201803980004972	0.00233179585323372	0.00304314746886203	0.00275558226438817	0.00269389338506785	0.00288194809261319	0.00315981762511019	0.00404656826730544	0.00335993308274394	0.00373920396903029	0.00416163155733076	0.00390589354510637	0.00349148371429451	0.00437168996275456	0.00427691476430916	0.00473485163430901	0.00437902761401369	0.0040791935800054	0.00477080108752237	0.00471408497608566	0.00402357715375683	0.00366575910044995	0.00501833867064695	0.00536492598817766	0.0043896299202211	0.0041698736431832	0.00391565871352285	0.0041945748304058	0.00481037405420487	0.0047056664352014	0.00503792095741098	0.0050721970535341	0.00532838419342262	0.00465975994110806	0.00543829034604255	0.00558502523078388	0.00487314969313756	0.0056864230190077	0.00482594730657701	0.00453987265446779	0.00500019031541363	0.00481356691234625	0.00529282794114947	0.00498615249585519	0.00560308295012349	0.00498386487599261	0.00537042569852465	0.0058126573140909	0.0049903408835649	0.00449818907407888	0.00455425271095754	0.00510905772848064	0.00477364231750117	0.00518753225301625	0.0046543604076013	0.00521496777482667	0.0055938378632218	0.0035963561948195	0.00422900257754934	0.00410562208212391	0.00406189277166862	0.00415195334737059	0.00427044763278735	0.00474880208182341
SREBF2	0.105806259411136	0.0530406874352255	0.0409474282463743	0.0311828891332747	0.0198418116325897	0.00799361604750473	0.00593193232482014	0.00942527471021527	0.0148564743046253	0.0213774219302883	0.0235821632384124	0.0235127433313002	0.0198787605313518	0.0172314458157419	0.0115069759354145	0.00709766536140546	0.00362044206157216	0.00236682199051519	0.00281660674840128	0.00341488534721089	0.00371064548182989	0.00367738528721557	0.00360825945534737	0.00295519954005681	0.00251999474777952	0.00173060163002995	0.00126002872255966	0.00111983473101128	0.00102911020333378	0.00129287432274846	0.00133542808636495	0.00128835437120832	0.00122980752923112	0.001241645114171	0.00156312443240514	0.00101505146710591	0.00111803677756676	0.00110059130765221	0.00102885552199899	0.00122418473079736	0.00123300133349094	0.0011533494676513	0.00131072322276139	0.00154149888376025	0.00112396433291879	0.00134122249815968	0.00124478308180042	0.00122175177297514	0.00112987950827951	0.00116082017047925	0.00111922398916565	0.000970808610586123	0.00108997241092117	0.00102491784191826	0.00105719958908532	0.00137782495293978	0.00120322514239197	0.0011002394746982	0.0014872069343422	0.00126248581151169	0.00112169172673166	0.00121243544479531	0.00123306068566259	0.00120325694394931	0.00101795971247833	0.00130709718782731	0.00127585996044515	0.00114301621268789	0.00118801556349827	0.0011255520132668	0.0011156416436759	0.00115158939156558	0.00117577217189534	0.00146159344690487	0.00116177478459761	0.00110679399466413	0.00138768252605445	0.00103991887671586	0.000916274041516068	0.00126314384929432	0.00112248302186114	0.00101099412284639	0.00111416041960302	0.00157567668273278	0.00118718426389834	0.000972041892592573	0.0011657936927164	0.00114407816177531	0.0012866066044611	0.00122925563840039	0.00122614791618651	0.00122958046874631	0.00135202327043277	0.00141433291981467	0.00157093151059583	0.00127242180079134	0.000931902737797807	0.00147445525963951	0.00127629930852296	0.00139050444117748	0.00135024547682788	0.00109051658862533	0.00118351033970037	0.00121279722865527	0.0015235105624546	0.00152683973948876	0.00123651531013775	0.00129245575761371	0.00107957870567517	0.00127916911898569	0.00158272085056978	0.00112346777278197	0.00145335871636891	0.00140915089080543	0.00172129603824585	0.0016892252958658	0.00160262960590783	0.00124195939003718	0.00166554756114513	0.00123360426955273	0.00139526398846622	0.0013805154625505	0.00168068385806475	0.00174700381320365	0.00258389309622609	0.00372769919203035	0.00374088422304654	0.00430779629096771	0.00423965728355364	0.00444564250819007	0.00344760244600629	0.00275876999023035	0.00304579761615908	0.00540087258857695	0.00897748860523616	0.0170345688184673	0.0219445339549749	0.0259475926485784	0.023445667614498	0.0197188514303965	0.0148331145368919	0.00828598329225226	0.00479544809350739	0.00858834704400173	0.0227715519233911	0.0465917528577702	0.0518664193671371	0.0684008652242189	0.0522072106715101
CEBPB	0.0361227852117323	0.0450982485888692	0.0426359984757849	0.0251006305459396	0.0230758400687221	0.0196260191487917	0.0213071790107706	0.0203224444882826	0.017908517085532	0.0177580655802003	0.0183344722979562	0.0167459863062283	0.0157727529411756	0.0163148754427769	0.016065512316879	0.0140237786125357	0.0128402365543893	0.0126384703803556	0.0117095909553319	0.0120472996714832	0.0113264524001617	0.0109635319611484	0.0101107996771611	0.00976270981945967	0.00840834634520481	0.00757769211247118	0.00738494105438034	0.00687919787627552	0.00646499461853246	0.00635232592022031	0.00656791591202999	0.00555425585079542	0.00511287481147725	0.00480214012846627	0.0047421526163384	0.00460712740775887	0.00395013465542067	0.00379795170137589	0.00323368884285479	0.00339099222872675	0.00269205611858867	0.0026097025085665	0.0023636172330939	0.00206517992931504	0.00174557386809913	0.00172896184908266	0.00174310916815148	0.00137528717491222	0.00138636094149629	0.00109488309928958	0.000834918346909701	0.000975702260441462	0.00111373713734099	0.00077711318154847	0.000728900665588614	0.000737000213454184	0.00075915516145456	0.00061702284773969	0.000488155777904771	0.000536494737786839	0.000434115010714889	0.000681235074285537	0.000572513167646571	0.000536242791776949	0.000576637227974977	0.000564792407373718	0.000557614343525191	0.00055551173959249	0.000534115950040546	0.000437445107113809	0.000501656899397408	0.000482339354438506	0.000530658765581071	0.000597034614651798	0.000596940857350442	0.000496733992529466	0.000610671012226845	0.000595635391962126	0.000534373579847882	0.000511354039088643	0.000679130281121261	0.000499939906720157	0.000596150122929479	0.000626971965605247	0.000638847117215882	0.000662046101088751	0.000647011818724122	0.000614134804895656	0.000747938346528176	0.000545561003923309	0.000570639102131548	0.000679153381366313	0.00062744357153251	0.000664767986463773	0.000696761940532661	0.000735399049711953	0.000639331990491127	0.000805353840528855	0.000696504311654064	0.000979411920524069	0.000936259429191706	0.00104714615162037	0.00150103857526835	0.00167302077730214	0.00203384825072827	0.00214626449857751	0.0021910638667082	0.00197497072944377	0.00200728736030367	0.0025350804142777	0.00264350033516681	0.00269452203277167	0.00284829791206109	0.0029745130851105	0.003259027883429	0.00349767198445183	0.00377121329968984	0.00367808584350119	0.00408434254237437	0.00411819895190803	0.00459359086391194	0.00454568271596436	0.00547190828525352	0.00536524569379698	0.00616630933677295	0.00670211375551278	0.00753003936387713	0.00762501032658748	0.00808577529980571	0.00880596733955444	0.00881221106494171	0.00882412003956779	0.0100974492452186	0.00971341301805583	0.00914807939285256	0.0100855770372105	0.00999710305348779	0.010039270642008	0.00999320672026291	0.0109446438750668	0.011989397735944	0.0117916479047015	0.0121127137840389	0.0121892966638194	0.0135660886577994	0.0182968804330551	0.0372021631451971	0.0387680085760049	0.0328497503702747
FOXA2	0.0159657660972191	0.0114021841586756	0.0128287389352085	0.0152698764760249	0.0170754270508939	0.0201099503996013	0.0200119735020507	0.0191365812021003	0.0193109198585149	0.018910950052485	0.0188447934225136	0.0179248776504881	0.0174426362995676	0.0176203185002576	0.0176291777087864	0.0176454468475902	0.017858879134546	0.0170128067426227	0.0173355382250066	0.0170466853562479	0.0161282531569061	0.0161691007258893	0.0155770500389035	0.0146522169628184	0.013123894100857	0.0120640878067219	0.0110263849491206	0.0104812554084834	0.00826606608770017	0.0077163595889224	0.00849314236477115	0.0086323703629247	0.00935369011451538	0.00877460483328146	0.00728288483296871	0.00642852718472014	0.00602459419748247	0.00454463337455018	0.00467260120683714	0.00465409806691067	0.00424860290492898	0.00408533397258699	0.00367001389564676	0.0035324557491731	0.00270382470662445	0.00256664937912162	0.00230815866427251	0.00321318776272047	0.00224326051828394	0.00184793584919829	0.00186210287500657	0.00152552398722188	0.00188911211201354	0.00179562118104809	0.00224375726270432	0.001005127802115	0.0012973304613811	0.0011290306379475	0.000977956155484081	0.0008283174000587	0.000707485568321517	0.00054958523826939	0.000471489051328931	0.000424259218726793	0.000519178545125134	0.000743792613513265	0.000488003414902431	0.000519708935994856	0.000620115395882028	0.00046020747226016	0.000449320969442451	0.000481326595253476	0.00057629495083681	0.000783107293692159	0.000472796604751399	0.00053085667537082	0.00050428844022068	0.00084068384732838	0.000537887080814226	0.000485213689992293	0.000819262109294195	0.000516881865690158	0.000836797882126073	0.000533580522378554	0.000892555898637082	0.00102890656158639	0.00075512277604723	0.000864921193735534	0.000820658554525223	0.00168286506383818	0.000998585050808329	0.00205563400196985	0.00207823866278398	0.0020690686835812	0.00208410904669105	0.00185119069424798	0.00144085405577354	0.00181843428740307	0.00172381213910183	0.00224714901871364	0.00204225209196294	0.00268455380487237	0.00281479578175178	0.0029928865197033	0.00311024654098109	0.00298560634446861	0.002994502487988	0.00279802659957334	0.00379489878374906	0.00427386452001222	0.00402712131722423	0.00457285021790129	0.00569619459169949	0.0056157314054185	0.00582739246818719	0.00489680497310906	0.00530541324196084	0.00446361697481417	0.00456928449052882	0.00401521618356473	0.00524896810492326	0.00695121211109937	0.00732215871371444	0.00947844654819957	0.0090516800943696	0.00911486224157259	0.00747547881031034	0.00680522429148156	0.00701354185912293	0.00580272277187771	0.00613807642131797	0.00617916638699194	0.00786769104978418	0.00847143968612098	0.00981810325680228	0.00959879480565562	0.0100160032396138	0.0093939678201392	0.00732384628938643	0.00526689169250194	0.00528441116778987	0.00759281704922636	0.010654365331234	0.0146645791278087	0.0175568751537315	0.0234682495983159	0.0211447620372035	0.022185937695738	0.0199215913703108
GATA2	0.042059245221495	0.0238264936125259	0.0129050383965978	0.0143994551103323	0.0152728659625356	0.0146621319094317	0.0160959519743436	0.0192436497836114	0.0227854400475255	0.0215459986096096	0.0226145193469407	0.0239874888946847	0.0242585514062791	0.0222793417677342	0.0222459374221113	0.0217543219712808	0.0207917165875523	0.0208277488817804	0.0205139837672104	0.0213614454901529	0.0215163385950919	0.0200978073721077	0.0195506617653281	0.0185918036117319	0.0179647261897555	0.0156334728360314	0.0156976965499793	0.013898539487361	0.0125857377409799	0.012440373205006	0.011356342742244	0.0109964660300606	0.0103758019326832	0.0104706358029831	0.00944804582415082	0.0085176637059617	0.00858522357376582	0.00770446423737707	0.00732964292765787	0.00651732129715678	0.00701116262757324	0.00612567698703961	0.00491359645928882	0.00471691878805672	0.00418458949913412	0.0039458928026321	0.00363919573113664	0.00325206993204467	0.00265680821447899	0.00252007640720081	0.00186477781205315	0.00195198444120826	0.00158165732928028	0.00152055544186893	0.00141491522400524	0.00123113948349798	0.00133870028026328	0.00128118469801934	0.000898210876860115	0.000902194001459333	0.00120032954884815	0.000855196382100525	0.0010752517236352	0.000659915367837867	0.000923940520174565	0.000821859658413788	0.000728833340496453	0.000718703988970868	0.000794891564537456	0.00049745519595739	0.000515652892075063	0.000569113346646499	0.000433800306498609	0.000516192500823338	0.000482098557459643	0.00039585676049701	0.000537985456589397	0.000604101359430664	0.000519430876030422	0.000572828919135098	0.000769608536896241	0.000642862275008868	0.000873083319004348	0.000766863784783887	0.000534274730510128	0.000806232323810122	0.000803252394644171	0.000854124689140975	0.00072864643749929	0.000615380010972594	0.000756139810771127	0.00105368501179783	0.00104151586572576	0.00092089052280968	0.00105946496683152	0.000937220338411736	0.00079004429959328	0.00119332431361195	0.00135241505130382	0.00182153325580774	0.00161490870358281	0.00212964928093539	0.00229243147241616	0.00250300729871853	0.00239990235390187	0.00252976691227715	0.00279717646180667	0.0029807574388095	0.00360894096243338	0.00339460584019892	0.002962130862971	0.00299217397526297	0.0029645781976114	0.00351437295363587	0.00372015991253469	0.0035136366967276	0.00363892101906202	0.00439786975657601	0.00450269082008229	0.00479700267013894	0.00518166923851514	0.00568538757325154	0.00613724603252961	0.00634829428005241	0.00635198836094063	0.0061783893860683	0.00596430500873364	0.00597918836004133	0.00655435063502048	0.0066965320935201	0.00668327937522469	0.00657620604735866	0.00622124180730854	0.00541220702131552	0.0049978547174575	0.00545509695307469	0.0051224573069474	0.00549011549062459	0.00470688927394579	0.00397840742722259	0.00485609880192803	0.00713783393520495	0.00710181354094048	0.00518301763489304	0.00454942921000775	0.00500789228835293	0.00415994527190018	0.00350148252453664	0.00812129798005571
GATA4	0.0231974166001454	0.0143912975974636	0.0142428564998919	0.0170974517703245	0.0179977989093124	0.0190045258518274	0.0191372364206378	0.019942014342364	0.0205273815851439	0.0216201157385189	0.0223602165533113	0.021363043717555	0.0238392046777811	0.0234916149743794	0.0234276600501321	0.0228207143346943	0.0216759742434025	0.0210110776479044	0.0184960455851838	0.0179438271517165	0.0171596023019961	0.018667621940115	0.019035380909742	0.0171536691777017	0.0181251364826398	0.0171582420991619	0.0154906828801974	0.0149964154725897	0.0140531802949844	0.0127902460384052	0.011452427779679	0.0112435375766117	0.0108398476864131	0.0111595408497887	0.0105816323843404	0.00949452537145034	0.009037303313213	0.00874727712427135	0.00904320600197029	0.00790978073311098	0.00767897013696495	0.00685409552567447	0.00638738506455994	0.00633804020728518	0.00516853379212428	0.00457810899074198	0.004336797781406	0.00369956821091376	0.00345285129479537	0.00323898961303691	0.00265810452996227	0.0029161814439226	0.002644640462196	0.00217232614039105	0.00209137460034884	0.00195247683470438	0.00181209947114703	0.00216773697498014	0.00187070319461791	0.00182998951522046	0.00175948149577827	0.00176349200351548	0.00165154858182313	0.00159994218664995	0.00123198303938657	0.00136032041444089	0.000936486760236561	0.00089949069176828	0.00101399930833678	0.00105413297291928	0.00091142904469312	0.000865972916847635	0.000594097639559725	0.000824968709147736	0.000540622446747885	0.000492127594184239	0.000615128692936211	0.000772502264641504	0.000726901182090368	0.000708059559154957	0.000685570804324962	0.000917419751868059	0.00120450018816854	0.00117044516258185	0.000977014163840962	0.000798784504631815	0.00096405627086164	0.000922513642482735	0.00093794702199702	0.00119037152117154	0.00111768611678738	0.00117111603060575	0.00109974201475939	0.00106436251255874	0.00120846545233549	0.00102224258853695	0.00139719826763292	0.00165331475070792	0.00203539599116833	0.00212618977401968	0.00212137093547886	0.00205427706365105	0.00263341878943979	0.00271763505149079	0.00277806726055855	0.00284990184597184	0.00298814251789036	0.00317413931693431	0.00358216707433267	0.00383329529042947	0.00353573455380217	0.00342626517569245	0.00338328195774618	0.00358740633539283	0.00363787284195991	0.00375349171764793	0.0038661118158187	0.00417303916504092	0.00484267276804815	0.00485934420257239	0.00524463201240252	0.00536441583110692	0.00540211531297353	0.00480066094134556	0.00541864802203061	0.00553180997272292	0.00554004599758546	0.00588339155634404	0.00599060644463302	0.00649350221160759	0.00652217599582535	0.00655434218457798	0.00592492237083358	0.00563629948946877	0.00599885320243078	0.0062817227686281	0.00625589112813799	0.00630844806740567	0.00588588353972053	0.00514978962051231	0.00379516595887395	0.00335524988348155	0.00372605882271479	0.00366976315245206	0.00353554965335643	0.00320893797577255	0.00286900710730982	0.00232236862809969	0.00396937797677984
PAX7	0.0283100082697903	0.0367369459062559	0.0424901996812147	0.0368158130894461	0.0360206531360267	0.0350604371564126	0.0327541875727686	0.0294433661805866	0.0299861082078272	0.0315794362785085	0.0310840480463627	0.0309720171507976	0.0302159835124903	0.0272678880176604	0.0241404933722792	0.0246925718437634	0.0233385531033005	0.0216573503593179	0.0211073033627183	0.0185039654365941	0.0172322244662348	0.0158660861962149	0.0148241822051883	0.0138403949186853	0.0126050948743063	0.0117132678487711	0.0109036930706677	0.00946768237966997	0.00936184054302613	0.00879400013267919	0.0076534085720528	0.00681526268762377	0.00624768194859651	0.00567513823089833	0.00581442911278366	0.00523423816729462	0.00443535031772604	0.00404331404240281	0.00380777314784548	0.00298745433166324	0.00289800060233141	0.00270405398911601	0.00248340408150128	0.00229757812563916	0.00191943058358187	0.00170105478926308	0.00155832084580692	0.00127732054186489	0.00112399019685641	0.000780586660337547	0.000890944142209018	0.000729058153075708	0.0008968005364906	0.000704625476128119	0.000600178759993436	0.000718168340455799	0.000587525206296194	0.00053450888450627	0.00048507088805426	0.000349130826480725	0.000342945367534737	0.000287483124676183	0.00046184992588226	0.000335359683104327	0.00040320153050194	0.000391558651666743	0.00039650565141829	0.00036144785240512	0.000365680647713545	0.000399111817849832	0.000370887732806092	0.000459628839344679	0.000285761581976691	0.00039266063774805	0.000425687786943793	0.000360895389986957	0.000397635782432024	0.000390966428109448	0.000449127290719915	0.0003316685920871	0.000296882011069123	0.000378401566076507	0.000369823059142149	0.000505893516004752	0.000451199837987634	0.000497532432949832	0.000565869510525811	0.000436454652182737	0.000479257631085048	0.00046388839061874	0.000476485059178636	0.000525295212280443	0.000450304240481957	0.000656195740276112	0.00063583428757594	0.00073292716703486	0.000604588859544485	0.000558789450117632	0.000715430398503172	0.000834007042618079	0.00101562691968075	0.00102426656157427	0.000893633598189219	0.00102413493831225	0.00101345921939592	0.00101775882119792	0.00120200267138991	0.00148924315275602	0.00144953701707502	0.00154218568032469	0.00164009014824237	0.00172749618299204	0.00170947993564985	0.00180960185465841	0.00188766812304896	0.00215603838032227	0.00248770151379484	0.00233187398634496	0.00251327556958566	0.00304280536156174	0.00321625526096351	0.0036163893851461	0.00401262592361498	0.00429984887749155	0.00447134799191872	0.00462748873809103	0.00450825211272702	0.0047458838270642	0.00499434417162794	0.00534343093845443	0.00579734417013242	0.00583829540395735	0.00625765570305236	0.00622760684746186	0.00666072419826635	0.00667797350483007	0.00663949519059247	0.00690608064814954	0.0066854257212629	0.00665430830080746	0.00655409991474397	0.00592369681897988	0.00524347075978006	0.0051530007125317	0.00493167769863224	0.00517460866505811	0.00538909069057941	0.00431231894794727	0.00317465635143476
RUNX3	0.0140889705626231	0.0106382491410517	0.00697585349623021	0.00618175650716225	0.00506934613963166	0.00466264251188379	0.0046777168850488	0.00623784880684447	0.00699457506031361	0.00889637089702275	0.010200273917471	0.00992573860477364	0.00939162914066286	0.00921640950251366	0.00729214827762385	0.00625705299509784	0.00542215069479972	0.00540264965990322	0.00602033881854228	0.00585490923380272	0.00635009179746807	0.00813986393394248	0.0074290805405574	0.00728497620726025	0.00637905480402822	0.00570730184025836	0.00452610347735985	0.00382308058552302	0.00362471857786609	0.00395082756390367	0.00455926596446206	0.00452875642496369	0.00479306707049379	0.00442243615897706	0.0042145338932409	0.00328882503923366	0.00359509531745931	0.00283236160015419	0.00238278169175203	0.00230436908945168	0.00211674944940125	0.00247549594226195	0.00281877639241769	0.00242860285809268	0.00226505608116939	0.00161585800782461	0.00186655781074013	0.00167261790338957	0.00199687991646925	0.00159408732140827	0.00173141042631092	0.0020604639720801	0.00180253668283614	0.00175810143174663	0.00201734023253707	0.00200119853786115	0.00193471357279745	0.00193854214287793	0.0020620792382759	0.00166469804455131	0.00162134977025343	0.00145407079409715	0.00177581054760525	0.00168267013004103	0.00182884367374737	0.00203258919852705	0.0017051127495944	0.00191023914255693	0.00187604220774068	0.00148677351653272	0.0016375837313207	0.00163194105858854	0.00178862804262138	0.00186476143747818	0.00178601598645578	0.00168635802709136	0.00186151744164227	0.00186260681564621	0.00169121386336995	0.00205865014777965	0.00176930695556715	0.00166358101278412	0.00197800454165893	0.00242924560408102	0.00204975750079715	0.00220334509831881	0.0021393162024676	0.00206248276745131	0.00187620056161503	0.00232708455446524	0.00255404261519728	0.00235925774819689	0.00181818039142553	0.00285197009573508	0.00293608155485501	0.00316271104067597	0.00272368096930563	0.00269248345114182	0.00277485231919547	0.00307627414143795	0.00380120333380636	0.00528916929903201	0.00529737980390031	0.00652658821633988	0.0064807643699525	0.0070542762354323	0.00689963663422356	0.00671689594138671	0.00689720500489206	0.0067774794719587	0.00856958465763276	0.00972200310295078	0.0106974572644894	0.012363215071653	0.0140019371966731	0.0152774370006161	0.0150114819037767	0.0131801308689457	0.0103025540445828	0.0108180561628253	0.0106086425270782	0.0113868893713653	0.0131762373825992	0.0150235231390443	0.0172076516491873	0.0188705581348811	0.0187308657434862	0.0157822079807956	0.0153328950594478	0.0124878527770719	0.012689577864178	0.0122976898526749	0.0138638910575768	0.0149714246821159	0.0180177939700972	0.0197486537063009	0.0224207403829286	0.0169031630931344	0.0160621480502541	0.0145350651950081	0.0110533188182993	0.0112613279246683	0.0109957516894377	0.010820854955033	0.0138903246103607	0.0179061635019183	0.0237954032032036	0.0223645429054726	0.020054759381839
MYOG	0.0120702851834936	0.0146044441699362	0.0303167876387781	0.0232454515329442	0.0264563344891412	0.0263988972390068	0.0241463920400518	0.0215271406156369	0.0194569860714919	0.0158218314875304	0.0127730612994997	0.0138376022012912	0.0108446262117673	0.0111200629041302	0.0115049379625672	0.0110176615794635	0.0107502848205369	0.0100461518531309	0.0102282704192167	0.00851366406029391	0.00729823388567207	0.00780559214309606	0.00733442161735253	0.00836342026829559	0.00689011663894501	0.00575849412156891	0.0048653939120476	0.00549840835739357	0.00557393760521942	0.00563472201080784	0.00493834212078637	0.00446639812626325	0.00371252793346688	0.00353042769014883	0.00360697511659317	0.00454733181153794	0.00357413779786416	0.0027938126757478	0.0038446464293105	0.00276027244057758	0.00299409521410412	0.00263829692474229	0.00336623835990822	0.00321979562957903	0.00312281374759282	0.00323122065349555	0.00253289536425689	0.00339703930556014	0.00316994011409571	0.00397162237291965	0.00315449043309281	0.00380708354076997	0.0031333503578527	0.00291582950096986	0.00391000911103559	0.00344008920127487	0.00296339286801418	0.00297697319993733	0.00394715307560831	0.00378250357949321	0.00347577891544533	0.00323384841252207	0.00294705481266058	0.00313468181941963	0.00316843165872459	0.00280586905120143	0.00343257710750764	0.0029881583492174	0.00320811774691916	0.00289732728364846	0.00312453765204094	0.0035960195726683	0.0032229826374878	0.00358817618765466	0.00354389314053947	0.00390909093162149	0.0029133887637672	0.00320528894232764	0.00325621219421468	0.0034075098373993	0.00363475587372209	0.00298500098147239	0.00353559205499959	0.00340369436048835	0.00307157952976859	0.00368067091140736	0.00365722344842564	0.00306649011492655	0.00356774849266137	0.00286739275071022	0.00335238328655891	0.00327367474215848	0.0033657615599838	0.00343922047829246	0.00328519250572898	0.00301681115189799	0.00285708791729466	0.00339356814813539	0.00361353836584829	0.00383961929318207	0.0038096643041135	0.00366824210926757	0.00431076021353173	0.00323973383986227	0.00323133311848077	0.00411058376835531	0.00340658642662765	0.00423320834996688	0.00393155696925499	0.00339131498976068	0.00399482940545322	0.00393424371902978	0.00441914354227857	0.00409061147541684	0.004394306394387	0.00544453349339138	0.00397829381857726	0.00425760256157361	0.00432432985621515	0.00480433726396208	0.00501349402972336	0.00531093199651433	0.00568534632056452	0.00682530120064416	0.005540268420841	0.00723911860121189	0.00772429707558482	0.00772938735753153	0.00735289853511294	0.00816198655072493	0.00918510536955817	0.00838521894770687	0.00891984601190242	0.00824026760804128	0.0104638017878892	0.0111447052827747	0.0114013242409489	0.0116444433556541	0.0115114198645539	0.0121662239984053	0.0140861420734299	0.0134814892606077	0.0162628953416679	0.0160114958115127	0.0154983227246089	0.0169104712307958	0.0178404577272629	0.00808928243442062	0.00607957119874148
KLF12	0.00647909030120862	0.00732795893588859	0.00705007202181758	0.00700676813648858	0.00684248033641139	0.00690678276205757	0.005774312802009	0.00654755577649382	0.00572392409936558	0.00469690124142485	0.0045203491696195	0.00429206284062912	0.00398257631153202	0.00448536239301007	0.00478961547672194	0.00394427123917833	0.00380588417535015	0.00398532614200261	0.00350006754142593	0.00295068842720469	0.00294350975265707	0.00305290829690387	0.0029055310600049	0.00310537992384203	0.00264289397538711	0.00289413672863853	0.00327748590747282	0.00295298787487195	0.00293718350570379	0.00309432025154574	0.00302921004009193	0.00288418595473851	0.0034305107698834	0.00293594290510533	0.00393529540479885	0.00287166080049765	0.0024356313359665	0.00410162576827453	0.00357901889333889	0.00302018020741146	0.00392286372015333	0.00296634761292337	0.0025588358686932	0.0039982512404985	0.00301250388963585	0.00266712046049471	0.00301906874855215	0.00344703691046983	0.00316578927809717	0.0036957420654824	0.00326038406508681	0.00254414982097788	0.00269546998027934	0.00286108228379454	0.00364230948124669	0.00445035029274658	0.00316317516954272	0.0026097667621122	0.00254725994156625	0.00279617625561418	0.00386769593740054	0.00338456788006394	0.00283958401468181	0.00280888426631383	0.00375513583765311	0.00293202095841384	0.00251084054648843	0.00278686314379475	0.00357512840549151	0.00304115229929147	0.00301503232692141	0.00320836433571277	0.0035913066561623	0.00350345078728015	0.00320004592194569	0.00293157677172712	0.00335450845934294	0.00340463014935872	0.00326883517541029	0.00346347710412311	0.00347204972430715	0.00387147644383518	0.00364805912510094	0.00308801675478428	0.0030856241063527	0.00332927077633079	0.00373164650169038	0.00362677474300055	0.0032874148351488	0.00330231052294937	0.00349316242166886	0.00317490416921735	0.0038378800083918	0.00376469756609133	0.00384229239569346	0.00357336821047194	0.00400731193172516	0.00379500793880664	0.00318232014186503	0.00345150975223916	0.00369396174197414	0.0036281703585608	0.00340287761762166	0.0042290576155576	0.00447790159254811	0.00391317463564433	0.0036503924920699	0.00429095341749995	0.00307981873745368	0.00340460853862504	0.00445094942779083	0.00408526405124009	0.00326542372356604	0.00390499112056409	0.00428248092551462	0.00481060278746709	0.00432824601374863	0.0057873995359578	0.00421294550731775	0.00382937465292441	0.00508632828504314	0.00552775492642291	0.00435083539827414	0.00730266141488058	0.00811030303599018	0.00834858795634419	0.00863866251425083	0.00937784509200404	0.00916999518852006	0.0109165131572828	0.0131980855603418	0.0130775171064466	0.0144813600696322	0.014097409110675	0.0165496307758335	0.0177939105273535	0.01958723702412	0.022969364594884	0.0231361053095354	0.0230489553834341	0.0299421920217992	0.0315212071525035	0.0358658320407094	0.0397716006506994	0.040886733148692	0.0410696676458631	0.0352543944955574	0.0274071766186322	0.018110006918437
